timestamp,bank,payment_method,transactions,failed_transactions,avg_amount,avg_retries,failure_rate,anomaly,anomaly_score
2026-07-25 00:00:00,AXIS,CARD,30,0,919.0726666666667,0.0,0.0,1,0.20206852096996897
2026-07-25 00:00:00,AXIS,NETBANKING,9,1,566.7244444444445,0.0,0.1111111111111111,1,0.10482360440667116
2026-07-25 00:00:00,AXIS,UPI,82,8,838.5826829268293,0.08536585365853659,0.0975609756097561,1,0.12158443024653576
2026-07-25 00:00:00,HDFC,CARD,39,1,1042.1910256410256,0.02564102564102564,0.02564102564102564,1,0.1883548887591831
2026-07-25 00:00:00,HDFC,NETBANKING,14,0,845.6185714285714,0.0,0.0,1,0.2078988935957794
2026-07-25 00:00:00,HDFC,UPI,108,8,846.1025000000001,0.046296296296296294,0.07407407407407407,1,0.15563014193992014
2026-07-25 00:00:00,ICICI,CARD,45,6,868.652,0.08888888888888889,0.13333333333333333,1,0.1126207977649955
2026-07-25 00:00:00,ICICI,NETBANKING,20,0,723.806,0.0,0.0,1,0.18271937167985758
2026-07-25 00:00:00,ICICI,UPI,105,5,915.8751428571428,0.02857142857142857,0.047619047619047616,1,0.178684484286178
2026-07-25 00:00:00,KOTAK,CARD,29,0,1107.6220689655172,0.0,0.0,1,0.17478868343433884
2026-07-25 00:00:00,KOTAK,NETBANKING,6,0,444.9683333333334,0.0,0.0,1,0.05181435939181045
2026-07-25 00:00:00,KOTAK,UPI,48,4,827.4347916666667,0.0,0.08333333333333333,1,0.18951769831753873
2026-07-25 00:00:00,SBI,CARD,42,2,686.955,0.023809523809523808,0.047619047619047616,1,0.1599438103331115
2026-07-25 00:00:00,SBI,NETBANKING,14,1,773.4757142857143,0.0,0.07142857142857142,1,0.21270028398503238
2026-07-25 00:00:00,SBI,UPI,86,7,903.2609302325582,0.046511627906976744,0.08139534883720931,1,0.17623398499518356
2026-07-25 01:00:00,AXIS,CARD,46,2,948.2304347826087,0.043478260869565216,0.043478260869565216,1,0.20373025527562544
2026-07-25 01:00:00,AXIS,NETBANKING,10,2,1240.0,0.1,0.2,1,0.01494432184984773
2026-07-25 01:00:00,AXIS,UPI,80,8,970.0337499999999,0.0625,0.1,1,0.1511614091642331
2026-07-25 01:00:00,HDFC,CARD,47,4,1013.3912765957447,0.06382978723404255,0.0851063829787234,1,0.18238924837263387
2026-07-25 01:00:00,HDFC,NETBANKING,19,1,643.4815789473685,0.0,0.05263157894736842,1,0.1683876204256154
2026-07-25 01:00:00,HDFC,UPI,110,6,942.278,0.01818181818181818,0.05454545454545454,1,0.1686650419906443
2026-07-25 01:00:00,ICICI,CARD,32,2,1124.904375,0.03125,0.0625,1,0.1830765485565342
2026-07-25 01:00:00,ICICI,NETBANKING,18,1,901.325,0.05555555555555555,0.05555555555555555,1,0.1944569673888808
2026-07-25 01:00:00,ICICI,UPI,108,4,992.1953703703704,0.009259259259259259,0.037037037037037035,1,0.14587913485000498
2026-07-25 01:00:00,KOTAK,CARD,28,1,839.4764285714285,0.0,0.03571428571428571,1,0.21307358560696527
2026-07-25 01:00:00,KOTAK,NETBANKING,9,0,917.2955555555556,0.0,0.0,1,0.20727168113523936
2026-07-25 01:00:00,KOTAK,UPI,68,4,1018.5754411764707,0.014705882352941176,0.058823529411764705,1,0.17967004729485125
2026-07-25 01:00:00,SBI,CARD,37,3,817.1089189189189,0.0,0.08108108108108109,1,0.20718228503868702
2026-07-25 01:00:00,SBI,NETBANKING,26,0,792.2542307692308,0.0,0.0,1,0.18991286481921854
2026-07-25 01:00:00,SBI,UPI,120,10,992.5580000000001,0.058333333333333334,0.08333333333333333,1,0.09789473842732022
2026-07-25 02:00:00,AXIS,CARD,27,0,980.175925925926,0.0,0.0,1,0.1986076720981081
2026-07-25 02:00:00,AXIS,NETBANKING,11,1,948.5363636363636,0.0,0.09090909090909091,1,0.2013110581072412
2026-07-25 02:00:00,AXIS,UPI,83,9,957.700843373494,0.03614457831325301,0.10843373493975904,1,0.16064282918213596
2026-07-25 02:00:00,HDFC,CARD,52,2,848.3442307692308,0.0,0.038461538461538464,1,0.1986463584490093
2026-07-25 02:00:00,HDFC,NETBANKING,17,2,728.9364705882354,0.058823529411764705,0.11764705882352941,1,0.15128825334289325
2026-07-25 02:00:00,HDFC,UPI,91,8,862.0036263736264,0.054945054945054944,0.08791208791208792,1,0.16148725910369138
2026-07-25 02:00:00,ICICI,CARD,36,2,956.3005555555555,0.05555555555555555,0.05555555555555555,1,0.2007753715912478
2026-07-25 02:00:00,ICICI,NETBANKING,16,1,727.139375,0.0625,0.0625,1,0.1606798960711156
2026-07-25 02:00:00,ICICI,UPI,95,5,1066.621894736842,0.042105263157894736,0.05263157894736842,1,0.14071474195284128
2026-07-25 02:00:00,KOTAK,CARD,21,1,808.9233333333333,0.047619047619047616,0.047619047619047616,1,0.17730856315774518
2026-07-25 02:00:00,KOTAK,NETBANKING,9,0,1003.2255555555556,0.0,0.0,1,0.20413366986907278
2026-07-25 02:00:00,KOTAK,UPI,58,1,860.8915517241379,0.0,0.017241379310344827,1,0.179565273508066
2026-07-25 02:00:00,SBI,CARD,46,1,930.1393478260869,0.0,0.021739130434782608,1,0.2091306229642182
2026-07-25 02:00:00,SBI,NETBANKING,9,0,420.2677777777778,0.0,0.0,1,0.057186503389965004
2026-07-25 02:00:00,SBI,UPI,91,4,919.5172527472528,0.01098901098901099,0.04395604395604396,1,0.186047716852418
2026-07-25 03:00:00,AXIS,CARD,30,4,817.0833333333334,0.13333333333333333,0.13333333333333333,1,0.08943416753575784
2026-07-25 03:00:00,AXIS,NETBANKING,6,0,835.0666666666666,0.0,0.0,1,0.1806991401170821
2026-07-25 03:00:00,AXIS,UPI,88,4,860.3792045454545,0.022727272727272728,0.045454545454545456,1,0.18771330429687144
2026-07-25 03:00:00,HDFC,CARD,31,4,956.7248387096774,0.06451612903225806,0.12903225806451613,1,0.1585486295385869
2026-07-25 03:00:00,HDFC,NETBANKING,16,2,1094.554375,0.0625,0.125,1,0.1364986056348103
2026-07-25 03:00:00,HDFC,UPI,115,10,932.3274782608696,0.034782608695652174,0.08695652173913043,1,0.13905259142456916
2026-07-25 03:00:00,ICICI,CARD,31,3,979.4593548387097,0.0,0.0967741935483871,1,0.1952529739669615
2026-07-25 03:00:00,ICICI,NETBANKING,13,0,751.9876923076923,0.0,0.0,1,0.20142178360455681
2026-07-25 03:00:00,ICICI,UPI,82,3,826.609756097561,0.012195121951219513,0.036585365853658534,1,0.17235952123953813
2026-07-25 03:00:00,KOTAK,CARD,25,0,732.8795999999999,0.0,0.0,1,0.17637872352391604
2026-07-25 03:00:00,KOTAK,NETBANKING,13,0,935.4899999999999,0.0,0.0,1,0.21545609369223268
2026-07-25 03:00:00,KOTAK,UPI,56,3,1068.5262500000001,0.017857142857142856,0.05357142857142857,1,0.17611772552225846
2026-07-25 03:00:00,SBI,CARD,46,3,1346.7450000000001,0.0,0.06521739130434782,1,0.11558929298455822
2026-07-25 03:00:00,SBI,NETBANKING,13,3,821.2684615384616,0.0,0.23076923076923078,1,0.045453543345707725
2026-07-25 03:00:00,SBI,UPI,101,6,817.5497029702971,0.009900990099009901,0.0594059405940594,1,0.16888430463574028
2026-07-25 04:00:00,AXIS,CARD,29,2,899.916551724138,0.034482758620689655,0.06896551724137931,1,0.2101608664491053
2026-07-25 04:00:00,AXIS,NETBANKING,14,0,670.6850000000001,0.0,0.0,1,0.1757795732079897
2026-07-25 04:00:00,AXIS,UPI,92,4,765.0917391304348,0.03260869565217391,0.043478260869565216,1,0.1405122874216005
2026-07-25 04:00:00,HDFC,CARD,43,2,698.0506976744186,0.0,0.046511627906976744,1,0.1684797852573589
2026-07-25 04:00:00,HDFC,NETBANKING,16,1,880.044375,0.0625,0.0625,1,0.18531345242970454
